Username (Account ID),State,District,Area,Median No of transactions ,Average No of transactions ,lowestof trans,Median Amount,Average Amount,lowestof amount,TYPE,Gender,Active,Blocked,Suspended,Unused Balance,NO OF DAYS SINCE LAST DEPOSIT ,NO OF DAYS SINCE device creation,NO OF DAYS SINCE onboarded,Status,Status2
Bolatech (001453),Lagos,Alimosho 1,Iyana Ipaja,344,356,344,1232210,1221671,1221671,Regular,Male,Yes,No,No,12547.71962,3,1521,1581,good,bad
Systemxtraspos (012969),Federal Capital Territory,Kubwa,Kubwa FHA,558,660,558,2276861,3248191,2276861,Regular,Male,Yes,No,No,-199.925,143,497,497,bad,bad
Sanizakarielectpos (013425),Katsina,Daura,0,372,387,372,1484246,1522587,1484246,Regular,Male,Yes,No,No,514.01771,10,493,497,good,good
Tjventurespos (009032),Lagos,Oke Aro,Ayobo,4,76,4,31806,532252,31806,Regular,Female,No,No,No,-114.13785,175,44095,691,bad,bad
Amadipos (013439),Lagos,Surulere,Iyan itire,423,353,353,2154240,2276369,2154240,Regular,Male,Yes,No,No,40042.56825,33,496,496,good,good
Olabalogun1POS (008850),Lagos,Apapa,Apapa,293,253,253,1540910,1629934,1540910,Regular,Male,Yes,No,No,12423.5,91,697,697,good,good
SABIMEN447 (010777),Lagos,IKorodu,Odogunyan,326,342,326,2270125,2849208,2270125,Regular,Male,Yes,No,No,5503.662,29,542,542,good,good
Darasimi3pos (011956),Lagos,Alimosho 1,Alagbado,1182,1026,1026,1555470,1315201,1315201,Regular,Female,Yes,No,No,-1071.24276,49,546,546,bad,bad
MIGPos1 (009806),Federal Capital Territory,Gwarimpa,Gwarinpa Fed. Housing,199,200,199,1036080,1173385,1036080,Regular,Male,Yes,No,No,186279.488,61,566,566,good,good
Adebambo (006023),Lagos,Alimosho 1,Ipaja,452,456,452,902080,897762,897762,Regular,Male,Yes,No,No,41.349,39,1061,1061,good,good
Afeezom (003874),Ogun,Obafemi-Owode,Ibafo,318,326,318,1457330,1343886,1343886,Regular,Female,Yes,No,No,497935.88,2,1287,1287,good,bad
Sabimen199 (011560),Lagos,Ajegunle,Ajegunle,198,264,198,562800,709493,562800,Regular,Male,Yes,No,No,26834,135,543,543,good,good
Evagreen (005675),Enugu,Enugu East,Emene,382,322,322,1367440,1186814,1186814,Regular,Male,Yes,No,No,7865.40849,0,1081,1081,good,bad
Fisaylabpos (012829),Ogun,Ifo,0,490,471,471,3253065,2949305,2949305,Regular,Male,Yes,No,No,578.59188,12,504,504,good,good
sanizakarielectapp (016463),Katsina,Daura,0,69,90,69,275640,377894,275640,Regular,Male,Yes,No,No,460.26,2,458,458,good,bad
Beepat (003884),Rivers,Port Harcourt,New GRA,0,40,0,0,353698,0,Regular,Male,Yes,No,No,-4925.53946,198,1238,1287,bad,bad
sabimen685 (012214),Lagos,Kosofe,Ketu,952,895,895,4375861,4220043,4220043,Regular,Male,Yes,No,No,24294.439,6,538,538,good,bad
IFEOMA (004419),Lagos,Ibeju-Lekki,Ajah,471,483,471,2549420,2647762,2549420,Regular,Female,Yes,No,No,4585.3405,1,1249,1249,good,bad
AMOSONPOS (013727),Bayelsa,Yenagoa,Yenagoa,510,539,510,4525900,4289368,4289368,Regular,Female,Yes,No,No,88201.0975,2,486,486,good,bad
Amina2pos (020447),Gombe,Gombe,0,148,171,148,1513680,1626997,1513680,Regular,Male,Yes,No,No,5920.76,44095,285,285,good,good
SABIMEN26 (007343),Lagos,Yaba-Main,Akoka,902,756,756,1513504,1497420,1497420,Regular,Male,Yes,No,No,19290.4398,0,759,759,good,bad
CeestoresPOS (009856),Lagos,Alimosho 2,Ikotun,942,1006,942,4044430,6227459,4044430,Regular,Female,Yes,No,No,-400,98,500,553,bad,bad
Easyconnect (017002),Lagos,Ifako Ijaiye,Ijaiye,133,276,133,920320,1215569,920320,Regular,Male,Yes,No,No,-2106.77,101,409,409,bad,bad
Sabimen3298 (016084),Osun,Osogbo,0,558,499,499,2507180,2976058,2507180,Regular,Male,Yes,No,No,11737.773,1,459,459,good,bad
IBROLU (005250),Lagos,Festac1,5th Avenue Stretch,119,127,119,3217220,2736233,2736233,Regular,Male,Yes,No,No,57546.10401,1050,1154,1154,good,good
bumsapos (021945),Yobe,Gulani,0,171,184,171,2391240,2363347,2363347,Regular,Male,Yes,No,No,1792.4675,3,255,255,good,bad
Odasnigeriapos (012669),Federal Capital Territory,Apo District,Apo Mechanic Village.,887,729,729,2963880,5122503,2963880,Regular,Male,Yes,No,No,26250.59,0,523,523,good,bad
Blenddimension2 (005268),Anambra,Anambra East,Nsugbe,446,438,438,1655650,1719494,1655650,Regular,Female,Yes,No,No,9951.2,3,1152,1152,good,bad
FCNPos (012576),Enugu,Awgu,Mgbowo,0,19,0,0,234703,0,Regular,Male,Yes,No,No,-5779,44095,529,529,bad,bad
GiovyRyanTech1 (003295),Edo,Ikpoba Okha,Agbor Road,52,132,52,453000,721406,453000,Regular,Female,Yes,No,No,8864.53248,52,1323,1323,good,good
Graphixpluzpos (018106),Lagos,Alimosho 1,Ipaja,836,745,745,4710380,4034894,4034894,Regular,Male,Yes,No,No,2296.56032,5,374,374,good,bad
wirecashpos (018828),Federal Capital Territory,Gwagwalada,Gwagwalada,361,381,361,1988190,2310330,1988190,Regular,Male,Yes,No,No,102153.62,1,343,343,good,bad
LUGAR (003537),Anambra,Onitsha South,Fegge,466,408,408,1606150,1425966,1425966,Regular,Female,Yes,No,No,348.94036,3,1306,1306,good,bad
akinfunmi1 (021981),Lagos,Lagos Island,Ajah,226,258,226,1919940,2289256,1919940,Regular,Female,Yes,No,No,250434.09,0,254,254,good,bad
Fibregroup (002326),Lagos,Alimosho 1,Egbeda,278,257,257,1446430,1240779,1240779,Regular,Male,Yes,No,No,60863.4926,2,1427,1427,good,bad
EBUBENEDU5 (005212),Anambra,Onitsha South,Fegge,309,373,309,1739330,1793389,1739330,Regular,Female,Yes,No,No,14661.3436,14,1068,1158,good,good
SABIMEN1342 (011365),Lagos,Lagos Island,Victoria Island,615,600,600,2939530,3499651,2939530,Regular,Female,Yes,No,No,229.31628,1,535,535,good,bad
BODMAS1 (006234),Osun,Osogbo,0,985,991,985,2963354,3194506,2963354,Regular,Female,Yes,No,No,57988.433,21,1040,1040,good,good
CrysolyteNetworks (003437),Kaduna,Chikun,Narayi,892,882,882,2279595,2153850,2153850,Regular,Male,Yes,No,No,444279.1531,0,1313,1313,good,bad
ThomasEjorPOS (010283),Lagos,IKorodu,Ijede,349,358,349,1606530,1923965,1606530,Regular,Female,Yes,No,No,252754.8214,361,557,557,good,good
LadanKudpos (018690),Lagos,Ikeja,Omole,202,206,202,1982140,2896584,1982140,Regular,Female,Yes,No,No,981.43,101,350,350,good,good
SABIMEN1245 (011120),Lagos,Apapa,Badia,220,209,209,986490,976452,976452,Regular,Male,Yes,No,No,4059.3225,79,535,535,good,good
connectzone1 (000419),Lagos,Ikeja,Allen,20,113,20,126030,803731,126030,Regular,Female,Yes,No,No,-1700.41679,131,1794,1794,bad,bad
zainabcomm (004873),Kano,Gwale,Dandunshi,0,41,0,0,225649,0,Regular,Male,Yes,No,No,1652.87225,4,110,1201,bad,bad
GOODGOD (005297),Lagos,Festac1,5th Avenue Stretch,238,267,238,1474610,1565317,1474610,Regular,Male,Yes,No,No,10507.12484,1,1152,1152,good,bad
Alveenah (003438),Kano,Gwale,Ladan,765,750,750,1417200,1396773,1396773,Regular,Male,Yes,No,No,41552.32467,2,595,1313,good,bad
SABIMEN1394 (011485),Lagos,IKorodu,Odogunyan,501,476,476,3786127,3288445,3288445,Regular,Male,Yes,No,No,68890.85,47,532,532,good,good
SABIMEN1570 (013859),Lagos,Yaba-Main,Yaba,672,692,672,3462990,4073434,3462990,Regular,Male,Yes,No,No,3832.4875,0,476,476,good,bad
Aplus001pos (016733),Lagos,Alimosho 2,Ikotun,463,399,399,2930191,3176022,2930191,Regular,Female,Yes,No,No,36.225,36,440,440,good,good
Sabimen2499 (015637),Niger,Suleja,Suleja,189,198,189,1564030,1611538,1564030,Regular,Male,Yes,No,No,29950.56,350,466,466,good,good
sabimen2364 (014422),Federal Capital Territory,Gwagwalada,Gwagwalada,877,904,877,2228300,2160777,2160777,Regular,Male,Yes,No,No,19176.89,2,468,468,good,bad
Sabimen1537 (012307),Lagos,Kosofe,Magodo Area,513,507,507,1463600,1555843,1463600,Regular,Male,Yes,No,No,56206.69628,7,543,543,good,good
justutilities (004834),Lagos,Kosofe,Ojota,0,112,0,0,548265,0,Regular,Female,Yes,No,No,-4950.00229,194,839,1207,bad,bad
MAXIDON (005274),Anambra,Onitsha South,Fegge,155,161,155,1583605,1685417,1583605,Regular,Male,Yes,No,No,4909.02666,7,1151,1151,good,good
ONYEKASON (006675),Anambra,Aguata,Ekwulobia,807,785,785,1456750,1467075,1456750,Regular,Female,Yes,No,No,46012.446,2,852,852,good,bad
AdebolaConsult (004138),Lagos,IKorodu,Oginjo,344,334,334,1995920,1924986,1924986,Regular,Female,Yes,No,No,20028.45,59,1278,1278,good,good
SABIMEN1677 (013874),Lagos,Mushin-Main,Mushin,309,323,309,992750,1094730,992750,Regular,Female,Yes,No,No,22101.57,72,476,476,good,good
Raphaelpos (013589),Lagos,Ojo,Vox,298,1149,298,1601240,15551474,1601240,Regular,Male,Yes,No,No,66844.83471,0,143,494,good,bad
Sizbiggpos (015742),Delta,Warri south,NPA,391,465,391,3344980,5376250,3344980,Regular,Female,Yes,No,No,65753.1275,145,469,469,good,good
MSAROWOLO (004065),Kaduna,Zaria,Sabon Gari,701,696,696,1299620,1274280,1274280,Regular,Male,Yes,No,No,20892.9025,4,1273,1273,good,bad
MTN4UPos (009294),Lagos,Alimosho 1,Ayobo,0,36,0,0,205193,0,Regular,Male,No,No,No,-1964.00071,44095,44095,665,bad,bad
Abbizworldpos4 (014292),Oyo,Ogbomosho,Owode Road,1105,1020,1020,18461805,16561525,16561525,Regular,Male,Yes,No,No,113998.859,385,483,483,good,good
Ufyhomebiz (000962),Lagos,Agege,Iyana ipaja,99,111,99,549853,537514,537514,Regular,Female,Yes,No,No,8594.59633,0,1664,1664,good,bad
sabimen899 (011393),Lagos,Oshodi-Main,Oshodi,558,535,535,1525940,1549070,1525940,Regular,Male,Yes,No,No,39522.44,2,536,536,good,bad
Bisfempos (018865),Lagos,Alimosho 1,Ipaja,390,363,363,2955415,2955800,2955415,Regular,Male,Yes,No,No,10785.6925,44095,342,342,good,good
ZHILEF1Pos (012980),Federal Capital Territory,Kubwa,Byazhi,765,726,726,4047588,3606009,3606009,Regular,Male,Yes,No,No,39254.6815,6,501,501,good,bad
Sabimen1139 (012431),Lagos,Oshodi-Main,Oshodi,276,277,276,1057220,1038028,1038028,Regular,Male,Yes,No,No,11647.72376,3,535,535,good,bad
nolookingfacepos (008746),Enugu,Enugu East,Abakpa,109,322,109,198960,735320,198960,Regular,Male,Yes,No,No,12607.45071,168,697,697,good,good
SABIMEN2313 (014398),Niger,Suleja,Suleja,437,452,437,1188967,1401053,1188967,Regular,Female,Yes,No,No,45535.525,14,468,468,good,good
sabimen3270 (015970),Kwara,Ilorin,Post Office,209,268,209,1206418,1432708,1206418,Regular,Female,Yes,No,No,15888.18626,2,459,459,good,bad
sabimen1967 (014114),Lagos,Ojo,Alaba Int,293,284,284,2114790,2276696,2114790,Regular,Female,Yes,No,No,906.2825,25,472,472,good,good
Timgodswill (021079),Anambra,Onitsha North,New Market Road,551,490,490,4834820,5117347,4834820,Regular,Male,Yes,No,No,32688.2,2,276,276,good,bad
ARCADEPOS (011970),Lagos,Alimosho 1,Abule Egba,477,486,477,1835160,2307361,1835160,Regular,Female,Yes,No,No,21742.07616,4,545,545,good,bad
Marelsystemspos (021571),Oyo,Ibadan South West,Apata,209,220,209,1406713,1525615,1406713,Regular,Male,Yes,No,No,0.00171,259,259,259,good,good
PACESETPOS (015749),Lagos,Sango,Sango,311,397,311,1390425,1895423,1390425,Regular,Female,Yes,No,No,20053.555,7,469,469,good,good
OLIVERBENSON (005185),Anambra,Aguata,Ekwulobia,700,691,691,1687850,1739875,1687850,Regular,Male,Yes,No,No,23934.35,2,1160,1160,good,bad
Sabimen3673 (015447),Lagos,Ojo,Alaba Int,424,470,424,5275510,6688884,5275510,Regular,Female,Yes,No,No,105188.105,35,438,438,good,good
Nimbleglo (003664),Enugu,Enugu South,Agbani Road,302,332,302,1083940,1122284,1083940,Regular,Male,Yes,No,No,11037.535,2,1298,1298,good,bad
Sabimen225 (010658),Lagos,Ojo,Iba,0,67,0,0,222457,0,Regular,Male,Yes,No,No,10067.595,26,544,544,bad,bad
SABIMEN2689 (014827),Nasarawa,Keffi,Tunayi,250,191,191,660040,626819,626819,Regular,Male,Yes,No,No,106419.13,5,465,465,good,bad
SABIMEN2013 (013834),Lagos,Ojo,Alaba Int,266,247,247,2388690,3089705,2388690,Regular,Female,Yes,No,No,24385.89,96,469,469,good,good
Femlovaz (005421),Lagos,Alimosho 1,Abule Egba,123,180,123,1347575,1124377,1124377,Regular,Male,Yes,No,No,19101.91,2,1138,1138,good,bad
tsttvPOS2 (010286),Lagos,Alimosho 2,Igando,351,388,351,2240345,2824538,2240345,Regular,Male,Yes,No,No,44290.33211,4,557,557,good,bad
sunlight (005347),Kano,Tudun Wada,Tudun Wada.,266,270,266,480170,599009,480170,Regular,Male,Yes,No,No,5141.51929,1,1144,1144,good,bad
Deesteve1POS (013492),Federal Capital Territory,Kubwa,Bwari,290,236,236,1167480,1017729,1017729,Regular,Male,Yes,No,No,403.183,124,496,496,good,good
Sabimen621 (012077),Lagos,Alimosho 1,Ipaja,0,63,0,0,264670,0,Regular,Male,Yes,No,No,2.875,210,539,539,bad,bad
OVLENUGURD (005661),Anambra,Onitsha South,Upper Iweka,830,815,815,1360850,1265512,1265512,Regular,Male,Yes,No,No,30528.73222,7,1083,1083,good,good
Godsfavourapp (010164),Lagos,Alimosho 2,Igando,119,112,112,720308,788413,720308,Regular,Female,Yes,No,No,13935.976,3,577,577,good,bad
SABIMEN3121 (015329),Rivers,Port Harcourt,Rumukalagbor,241,258,241,1331520,1825659,1331520,Regular,Male,Yes,No,No,20832.4375,13,460,460,good,good
Sabimen3650 (015170),Lagos,Ikeja,Ogba,0,80,0,0,286566,0,Regular,Female,Yes,No,No,0.78,178,438,438,bad,bad
SABIMEN2328 (014452),Niger,Suleja,Suleja,239,288,239,520200,669850,520200,Regular,Male,Yes,No,No,6209.47,3,468,468,good,bad
Glorpets (005883),Enugu,Enugu South,Achara Layout,525,537,525,1751595,1738318,1738318,Regular,Male,Yes,No,No,263837.4186,3,1069,1069,good,bad
BUDDYPOS1 (006919),Lagos,Alimosho 1,Alagbado,740,812,740,2601271,2964921,2601271,Regular,Female,Yes,No,No,46109.07114,1,566,566,good,bad
Sabimen239 (010735),Lagos,Ojo,Alabarago,95,86,86,732850,672074,672074,Regular,Male,Yes,No,No,1979.115,482,544,544,good,good
Oris2019POS (008397),Rivers,Ikwerre,Igwuruta,754,697,697,4400720,5229063,4400720,Regular,Male,Yes,No,No,-2935.4025,111,594,724,bad,bad
sabimen2187 (014086),Federal Capital Territory,Kubwa,Bwari,521,519,519,1490300,1621235,1490300,Regular,Male,Yes,No,No,28035.66,26,468,468,good,good
SABIMEN2318 (014413),Niger,Suleja,Suleja,593,686,593,6115990,6510612,6115990,Regular,Female,Yes,No,No,12393.02,5,468,468,good,bad
SABIMEN2534 (014689),Niger,Tafa,Zuma,246,260,246,1577370,1504617,1504617,Regular,Male,Yes,No,No,2446.1065,282,466,466,good,good
Alikapos1 (012069),Jigawa,Dutse,0,70,146,70,320600,678809,320600,Regular,Female,Yes,No,No,-3901.83222,150,542,542,bad,bad
Raseesof (003659),Lagos,Ojo,Iyana Iba,470,416,416,1532370,1534378,1532370,Regular,Male,Yes,No,No,3302.22286,1,1298,1298,good,bad
Joybellspos2 (009423),Lagos,Oke Aro,Oke Aro,191,221,191,942130,1060581,942130,Regular,Female,Yes,No,No,6.27,431,663,663,good,good
sabimen903 (011412),Lagos,Alimosho 2,Ijegun,394,312,312,1345550,1123868,1123868,Regular,Male,Yes,No,No,17345.34352,121,77,536,good,good
FtechGiwa (001383),Lagos,Ikeja,Ogba,294,259,259,1345540,1579625,1345540,Regular,Male,Yes,No,No,15054.3125,2,1579,1579,good,bad
Sabimen2502 (015650),Niger,Tafa,Zuma,253,257,253,934640,939655,934640,Regular,Female,Yes,No,No,7620.06,4,466,466,good,bad
SABIMEN3123 (015348),Rivers,Port Harcourt,Nkpogu,173,177,173,2282520,1930748,1930748,Regular,Female,Yes,No,No,932.8375,1,460,460,good,bad
Bryan188pos (022701),Federal Capital Territory,Kubwa,Bwari,962,880,880,5190130,5331173,5190130,Regular,Female,Yes,No,No,4154.29,3,245,245,good,bad
Bigjoepos (012507),Rivers,Ikwerre,Umuchi,801,793,793,5990670,6817020,5990670,Regular,Male,Yes,No,No,126274.63,500,531,531,good,good
Sabimen3544 (015116),Lagos,Lagos Island,Ajah,43,43,43,293820,444194,293820,Regular,Male,Yes,No,No,1186.65,137,458,458,good,good
sabimen821 (010758),Lagos,Mushin-Main,Mushin,587,464,464,1338900,1086260,1086260,Regular,Male,Yes,No,No,20854.5,14,537,537,good,good
sabimen2062 (013800),Lagos,Kosofe,Ketu,425,388,388,1336686,1280619,1280619,Regular,Male,Yes,No,No,151.9384,3,469,469,good,bad
Obilitex (005807),Enugu,Enugu South,Uwani,156,168,156,702379,667470,667470,Regular,Male,Yes,No,No,43115.1125,3,1074,1074,good,bad
Bonloret2 (008438),Lagos,Ojo,Alaba Int,158,161,158,2204595,2166090,2166090,Regular,Female,Yes,No,No,1492.5625,3,720,720,good,bad
TREASUREPOS (012513),Ogun,Ifo,0,275,302,275,1573928,1742231,1573928,Regular,Male,Yes,No,No,-256.24435,44095,500,500,bad,bad
MOREBLESSPOS (008712),Anambra,Idemili North,Obosi,961,855,855,3365590,3153258,3153258,Regular,Male,Yes,No,No,24954.68,2,699,699,good,bad
sabimen2631 (014790),Federal Capital Territory,Airport Road/Lugbe,Lugbe Central,565,515,515,3580125,3836740,3580125,Regular,Male,Yes,No,No,45553.195,305,465,465,good,good
Ashleycole01 (004050),Anambra,Nnewi South,Ezinifite,146,195,146,596600,652934,596600,Regular,Female,Yes,No,No,6318.68572,4,1274,1274,good,bad
sabimen3790 (016447),Ogun,Ado-Odo/Ota,Sango Ota,0,36,0,0,256606,0,Regular,Female,Yes,No,No,409.24,4,438,438,bad,bad
SABIMEN565 (011669),Lagos,Alimosho 1,Abule Egba,414,523,414,1467770,3242417,1467770,Regular,Male,Yes,No,No,91511.0438,10,539,539,good,good
Zeadecpos (013614),Lagos,Alimosho 1,Egbeda,511,518,511,6086160,6152816,6086160,Regular,Male,Yes,No,No,3861.83975,129,490,490,good,good
Kaycypos (012835),Enugu,Enugu North,Coal Camp,495,516,495,1282270,1189212,1189212,Regular,Male,Yes,No,No,18109.826,14,504,504,good,good
Obed2 (002519),Lagos,Badagry,Agbara,23,72,23,137750,303564,137750,Regular,Male,Yes,No,No,11640.45357,5,251,1399,good,bad
SulaimonPos (009046),Lagos,Amuwo Odofin,Mile 2,274,299,274,1498638,1655451,1498638,Regular,Male,Yes,No,No,3588.05357,36,691,691,good,good
sabimen740 (012227),Lagos,Kosofe,Ikosi,578,537,537,1576820,1568919,1568919,Regular,Male,Yes,No,No,2586.12,3,538,538,good,bad
brassicapos (011998),Lagos,Alimosho 2,Igando,677,713,677,4906423,4674541,4674541,Regular,Female,Yes,No,No,33495.9715,54,515,545,good,good
GABIJEN2POS (012535),Lagos,Ojo,Barrack,716,972,716,8162160,11510906,8162160,Regular,Male,Yes,No,No,2780.24145,9,501,501,good,good
sabimen2208 (014239),Federal Capital Territory,Kubwa,Bwari,313,325,313,887600,868053,868053,Regular,Female,Yes,No,No,29557.325,4,468,468,good,bad
Sabimen295 (010975),Ogun,Ifo,0,334,308,308,891225,916562,891225,Regular,Male,Yes,No,No,52796.845,1,542,542,good,bad
SABIMEN2277 (015772),Niger,Suleja,Suleja,606,663,606,1315153,1880360,1315153,Regular,Male,Yes,No,No,34231.95,0,468,468,good,bad
AANUPOS (018461),Lagos,Amuwo Odofin,Amuwo Odofin,414,369,369,1198580,1165953,1165953,Regular,Male,Yes,No,No,63563.675,4,361,361,good,bad
fuduebor (006038),Lagos,Ojo,Iyana Iba,563,558,558,1313590,1295052,1295052,Regular,Male,Yes,No,No,64923.59,2,1056,1056,good,bad
Ojaysstorepos (008775),Lagos,Shomolu,Anthony Village,514,504,504,1616950,1473300,1473300,Regular,Female,Yes,No,No,-800,67,699,699,bad,bad
abubakar1 (003215),Kano,Gwale,Dandunshi,484,453,453,812285,957769,812285,Regular,Male,Yes,No,No,13385.13382,1,1328,1328,good,bad
Mekinicomm (002982),Federal Capital Territory,Kubwa,Dutse Alhaji,440,431,431,977400,1077699,977400,Regular,Male,Yes,No,No,1101.96179,1,1235,1349,good,bad
sabimen3923 (016534),Lagos,Ojo,Alaba Int,282,272,272,1309650,1841230,1309650,Regular,Male,Yes,No,No,64.54,83,437,437,good,good
Gracy (015737),Anambra,Awka South,Awka,63,57,57,1308560,983616,983616,Regular,Male,Yes,No,No,45824.25156,7,471,471,good,good
Abdullah02pos (012019),Lagos,Alimosho 2,Ijegun,177,176,176,1251660,1150477,1150477,Regular,Male,Yes,No,No,60262.16792,26,529,529,good,good
Sabimen3856 (015483),Lagos,Surulere,Lawanson,442,448,442,897400,885337,885337,Regular,Male,Yes,No,No,82680.575,0,437,437,good,bad
EkundayoPos (009779),Lagos,Alimosho 1,Iyana Ipaja,248,237,237,1862305,1717406,1717406,Regular,Male,Yes,No,No,23825.28,122,565,565,good,good
Sabimen3852 (015468),Lagos,Surulere,Costain,501,502,501,1189480,1131888,1131888,Regular,Male,Yes,No,No,50191.885,1,437,437,good,bad
sabimen2205 (014228),Federal Capital Territory,Kubwa,Bwari,0,108,0,0,437943,0,Regular,Female,Yes,No,No,10006.86,26,77,468,bad,bad
MEMENT (017997),Ogun,Ifo,0,160,152,152,1093885,1091861,1091861,Regular,Male,Yes,No,No,48207.9125,377,378,378,good,good
SABIMEN1794 (014185),Lagos,Alimosho 1,Iyana Ipaja,610,627,610,1730765,1704539,1704539,Regular,Male,Yes,No,No,112023.055,3,472,472,good,bad
Sabimen965 (011623),Lagos,Oshodi-Main,Isolo,993,832,832,6263180,5314534,5314534,Regular,Male,Yes,No,No,86507.505,3,536,536,good,bad
djscore1pos (010241),Lagos,IKorodu,Agric,258,244,244,1667550,1581935,1581935,Regular,Male,Yes,No,No,356.24675,2,563,563,good,bad
SABIMEN1290 (011234),Lagos,Oshodi-Main,Oshodi,593,557,557,1142600,1184334,1142600,Regular,Male,Yes,No,No,106112.34,2,535,535,good,bad
SABIMEN1615 (014344),Lagos,Mushin-Main,Mushin,402,401,401,1299910,1403356,1299910,Regular,Female,Yes,No,No,13985.33002,6,476,476,good,bad
Brandmore (004258),Lagos,Amuwo Odofin,Abule ado,253,290,253,839395,926974,839395,Regular,Female,Yes,No,No,66573.41,2,770,1263,good,bad
startelcomm (008624),Lagos,Surulere,Lawanson,271,312,271,1689260,2625284,1689260,Regular,Male,Yes,No,No,225563.725,5,705,705,good,bad
Amykal (016717),Abia,Aba South,Asa Road,421,427,421,1606680,2140971,1606680,Regular,Female,Yes,No,No,105367.5861,3,441,441,good,bad
sabimen894 (011378),Lagos,Oshodi-Main,Oshodi,316,333,316,1102200,1051699,1051699,Regular,Male,Yes,No,No,22758.535,1,536,536,good,bad
sabimen2096 (013982),Lagos,IKorodu,Irawo Ajegunle,550,521,521,1215350,1207271,1207271,Regular,Male,Yes,No,No,152268.835,3,469,469,good,bad
SakaventuresPOS (012678),Lagos,Alimosho 1,Alagbado,473,430,430,2675990,2479732,2479732,Regular,Male,Yes,No,No,282.2575,493,494,494,good,good
Enicosglobal (006688),Lagos,IKorodu,Odogunyan,36,83,36,298680,493164,298680,Regular,Male,Yes,No,No,13502.61,532,847,847,good,good
SABIMEN1017 (010778),Ogun,Ifo,0,142,180,142,369150,521164,369150,Regular,Male,Yes,No,No,433.185,3,536,536,good,bad
sabimen1954 (014799),Lagos,Ojo,Vox,111,112,111,489250,811651,489250,Regular,Male,Yes,No,No,17879.685,3,472,472,good,bad
Shasanpos (010406),Lagos,Festac1,7th Avenue Stretch (3rd Gate),13,124,13,109020,1090246,109020,Regular,Female,Yes,No,No,90027.98375,494,549,549,bad,bad
SABIMEN2670 (014642),Nasarawa,Keffi,Tunayi,413,422,413,1283630,1478351,1283630,Regular,Male,Yes,No,No,32773.2,1,465,465,good,bad
SABIMEN486 (011537),Lagos,IKorodu,Benson,314,304,304,2607258,2546700,2546700,Regular,Male,Yes,No,No,1734.5475,3,539,539,good,bad
